locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HNEAP_RS03230	HNEAP_RS03230	1	NC_013422.1	689375	689944	-	NA	DUF302 domain-containing protein	0.5105	17	TRUE
HNEAP_RS03235	HNEAP_RS03235	1	NC_013422.1	690099	690722	+	NA	amino acid-binding ACT domain-containing protein	0.5192	18	TRUE
HNEAP_RS03240	HNEAP_RS03240	1	NC_013422.1	690756	691232	+	NA	peroxiredoxin	0.5262	11	TRUE
HNEAP_RS03245	HNEAP_RS03245	1	NC_013422.1	691279	692709	+	NA	phosphate starvation protein PhoH	0.5632	21	TRUE
HNEAP_RS03250	HNEAP_RS03250	1	NC_013422.1	692802	695087	-	NA	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	0.5927	32	FALSE
HNEAP_RS03255	HNEAP_RS03255	1	NC_013422.1	695263	695613	+	NA	hypothetical protein	0.547	6	TRUE
HNEAP_RS03260	HNEAP_RS03260	1	NC_013422.1	695700	696620	-	NA	alpha/beta hydrolase	0.5451	20	TRUE
HNEAP_RS03265	HNEAP_RS03265	1	NC_013422.1	696750	697475	-	NA	ribonuclease T	0.5771	8	TRUE
HNEAP_RS03270	HNEAP_RS03270	1	NC_013422.1	697487	698347	-	NA	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	0.5993	10	FALSE
HNEAP_RS03275	HNEAP_RS03275	1	NC_013422.1	698414	699451	-	NA	TIGR00341 family protein	0.579	8	TRUE
HNEAP_RS03280	HNEAP_RS03280	1	NC_013422.1	699454	701469	-	NA	ATP-dependent DNA helicase	0.5878	20	TRUE
HNEAP_RS12175	HNEAP_RS12175	1	NC_013422.1	701519	702229	-	NA	hypothetical protein	0.5809	7	TRUE
HNEAP_RS03290	HNEAP_RS03290	1	NC_013422.1	702343	704835	-	NA	penicillin-binding protein 1B	0.5628	51	TRUE
HNEAP_RS03295	HNEAP_RS03295	1	NC_013422.1	704979	706514	+	NA	hypothetical protein	0.556	26	FALSE
HNEAP_RS03300	HNEAP_RS03300	1	NC_013422.1	706695	706901	-	NA	glycine zipper 2TM domain-containing protein	0.6135	3	TRUE
HNEAP_RS03305	HNEAP_RS03305	1	NC_013422.1	707090	709735	-	NA	DNA mismatch repair protein MutS	0.6028	32	TRUE
HNEAP_RS03310	HNEAP_RS03310	1	NC_013422.1	710076	710870	-	NA	septum site-determining protein MinC	0.5535	17	TRUE
HNEAP_RS03315	HNEAP_RS03315	1	NC_013422.1	710959	711789	-	NA	cell division protein ZapD	0.5259	9	TRUE
HNEAP_RS03320	HNEAP_RS03320	1	NC_013422.1	711964	715680	-	NA	methionine synthase	0.5784	57	TRUE
HNEAP_RS03325	HNEAP_RS03325	1	NC_013422.1	715754	716293	-	NA	DUF2062 domain-containing protein	0.5185	17	TRUE
HNEAP_RS03330	HNEAP_RS03330	1	NC_013422.1	716377	717930	-	NA	MFS transporter	0.5386	25	TRUE
HNEAP_RS03335	HNEAP_RS03335	1	NC_013422.1	717952	719160	-	NA	HlyD family secretion protein	0.5393	29	TRUE
HNEAP_RS03340	HNEAP_RS03340	1	NC_013422.1	719129	719608	-	NA	MarR family transcriptional regulator	0.5167	6	FALSE
HNEAP_RS03345	HNEAP_RS03345	1	NC_013422.1	720189	721838	+	NA	CTP synthase	0.5442	35	FALSE
HNEAP_RS03350	HNEAP_RS03350	1	NC_013422.1	721835	722677	+	NA	3-deoxy-8-phosphooctulonate synthase	0.5753	9	FALSE
HNEAP_RS03355	HNEAP_RS03355	1	NC_013422.1	722758	724038	+	NA	phosphopyruvate hydratase	0.5535	30	FALSE
HNEAP_RS03360	HNEAP_RS03360	1	NC_013422.1	724065	724481	+	NA	septum formation initiator	0.5468	5	FALSE
HNEAP_RS03365	HNEAP_RS03365	1	NC_013422.1	724547	725305	+	NA	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0.5705	9	FALSE
HNEAP_RS03370	HNEAP_RS03370	1	NC_013422.1	725322	725843	+	NA	2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase	0.59	7	FALSE
HNEAP_RS03375	HNEAP_RS03375	1	NC_013422.1	726015	726611	-	NA	GGDEF domain-containing protein	0.5494	13	TRUE
HNEAP_RS03380	HNEAP_RS03380	1	NC_013422.1	726604	728736	-	NA	hypothetical protein	0.519	54	TRUE
HNEAP_RS03385	HNEAP_RS03385	1	NC_013422.1	728934	731243	-	NA	protein-disulfide reductase DsbD	0.5571	42	FALSE
HNEAP_RS03390	HNEAP_RS03390	1	NC_013422.1	731472	731933	+	NA	hypothetical protein	0.526	11	TRUE
HNEAP_RS03395	HNEAP_RS03395	1	NC_013422.1	732262	732765	+	NA	pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	0.5377	10	TRUE
HNEAP_RS03400	HNEAP_RS03400	1	NC_013422.1	732823	733632	-	NA	cytochrome c assembly protein	0.5222	23	TRUE
HNEAP_RS03405	HNEAP_RS03405	1	NC_013422.1	733707	735158	-	NA	dimethylmenaquinone methyltransferase	0.5964	12	TRUE
HNEAP_RS03410	HNEAP_RS03410	1	NC_013422.1	735155	735709	-	NA	SIS domain-containing protein	0.5946	5	TRUE
HNEAP_RS03415	HNEAP_RS03415	1	NC_013422.1	735787	736212	-	NA	YraN family protein	0.5775	3	TRUE
HNEAP_RS03420	HNEAP_RS03420	1	NC_013422.1	736259	738523	-	NA	hypothetical protein	0.5841	41	TRUE
HNEAP_RS03425	HNEAP_RS03425	1	NC_013422.1	738488	739456	+	NA	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	0.613	12	TRUE
HNEAP_RS03430	HNEAP_RS03430	1	NC_013422.1	739553	740455	+	NA	4-hydroxy-tetrahydrodipicolinate synthase	0.6024	14	FALSE
HNEAP_RS03435	HNEAP_RS03435	1	NC_013422.1	740592	741719	+	NA	outer membrane protein assembly factor BamC	0.5337	29	TRUE
HNEAP_RS03440	HNEAP_RS03440	1	NC_013422.1	741930	743156	+	NA	argininosuccinate synthase	0.5542	23	FALSE
HNEAP_RS03445	HNEAP_RS03445	1	NC_013422.1	743246	746044	+	NA	diguanylate cyclase	0.5248	54	TRUE
HNEAP_RS03450	HNEAP_RS03450	1	NC_013422.1	746029	746961	-	NA	hypothetical protein	0.5895	18	TRUE
HNEAP_RS03455	HNEAP_RS03455	1	NC_013422.1	747063	748466	+	NA	glutamate--tRNA ligase	0.5805	28	FALSE
HNEAP_RS03460	HNEAP_RS03460	1	NC_013422.1	748475	750847	+	NA	signal transduction histidine kinase	0.5634	43	TRUE
HNEAP_RS03465	HNEAP_RS03465	1	NC_013422.1	751270	751461	+	NA	hypothetical protein	0.5312	7	TRUE
HNEAP_RS03470	HNEAP_RS03470	1	NC_013422.1	751458	751793	+	NA	hypothetical protein	0.5744	8	TRUE
HNEAP_RS03475	HNEAP_RS03475	1	NC_013422.1	751830	752417	+	NA	hypothetical protein	0.4575	27	TRUE
HNEAP_RS03480	HNEAP_RS03480	1	NC_013422.1	752642	752914	+	NA	hypothetical protein	0.4615	11	FALSE
HNEAP_RS03485	HNEAP_RS03485	1	NC_013422.1	753140	753697	+	NA	DUF924 domain-containing protein	0.5376	6	TRUE
HNEAP_RS03490	HNEAP_RS03490	1	NC_013422.1	753749	754270	-	NA	diguanylate cyclase	0.477	6	TRUE
HNEAP_RS03495	HNEAP_RS03495	1	NC_013422.1	754804	756048	-	NA	NAD(P)/FAD-dependent oxidoreductase	0.5799	17	TRUE
HNEAP_RS03500	HNEAP_RS03500	1	NC_013422.1	756045	756602	-	NA	hypothetical protein	0.6039	10	TRUE
HNEAP_RS03505	HNEAP_RS03505	1	NC_013422.1	756609	756965	-	NA	DUF883 domain-containing protein	0.5378	5	TRUE
HNEAP_RS03510	HNEAP_RS03510	1	NC_013422.1	757057	757905	-	NA	shikimate dehydrogenase	0.5913	9	FALSE
HNEAP_RS03515	HNEAP_RS03515	1	NC_013422.1	757914	758576	-	NA	ribose-5-phosphate isomerase RpiA	0.5596	9	FALSE
HNEAP_RS03520	HNEAP_RS03520	1	NC_013422.1	758850	760373	+	NA	threonine ammonia-lyase  biosynthetic	0.5761	27	FALSE
HNEAP_RS03525	HNEAP_RS03525	1	NC_013422.1	761369	761836	-	NA	EVE domain-containing protein	0.5128	12	TRUE
HNEAP_RS03530	HNEAP_RS03530	1	NC_013422.1	761854	762438	-	NA	5-formyltetrahydrofolate cyclo-ligase	0.5556	10	TRUE
HNEAP_RS03535	HNEAP_RS03535	1	NC_013422.1	762744	763415	-	NA	S-adenosylmethionine-dependent methyltransferase	0.5268	13	TRUE
HNEAP_RS03540	HNEAP_RS03540	1	NC_013422.1	763501	765183	-	NA	L-aspartate oxidase	0.6031	31	FALSE
HNEAP_RS03545	HNEAP_RS03545	1	NC_013422.1	765357	765983	+	NA	RNA polymerase sigma factor RpoE	0.5534	13	TRUE
HNEAP_RS03550	HNEAP_RS03550	1	NC_013422.1	766048	766710	+	NA	hypothetical protein	0.5701	7	TRUE
HNEAP_RS03555	HNEAP_RS03555	1	NC_013422.1	766714	767007	+	NA	hypothetical protein	0.5408	7	TRUE
HNEAP_RS03560	HNEAP_RS03560	1	NC_013422.1	766959	767837	+	NA	hypothetical protein	0.5745	16	TRUE
HNEAP_RS03565	HNEAP_RS03565	1	NC_013422.1	767837	768388	+	NA	positive regulator of sigma E  RseC/MucC	0.5489	11	FALSE
HNEAP_RS12180	HNEAP_RS12180	1	NC_013422.1	768513	769448	+	NA	GGDEF domain-containing protein	0.5096	24	TRUE
HNEAP_RS03575	HNEAP_RS03575	1	NC_013422.1	769530	770093	+	NA	hypothetical protein	0.5319	9	TRUE
HNEAP_RS03580	HNEAP_RS03580	1	NC_013422.1	770103	771146	+	NA	flagellar motor switch protein FliM	0.5489	26	TRUE
HNEAP_RS03585	HNEAP_RS03585	1	NC_013422.1	771187	771606	+	NA	flagellar motor switch protein FliN	0.5595	6	TRUE
HNEAP_RS12185	HNEAP_RS12185	1	NC_013422.1	771612	772247	+	NA	flagellar biosynthetic protein FliO	0.5645	11	TRUE
HNEAP_RS03595	HNEAP_RS03595	1	NC_013422.1	772258	773082	+	NA	flagellar biosynthetic protein FliP	0.5248	12	TRUE
HNEAP_RS03600	HNEAP_RS03600	1	NC_013422.1	773125	773394	+	NA	flagellar biosynthetic protein FliQ	0.5704	2	TRUE
HNEAP_RS03605	HNEAP_RS03605	1	NC_013422.1	773399	774175	+	NA	flagellar biosynthetic protein FliR	0.5611	12	TRUE
HNEAP_RS03610	HNEAP_RS03610	1	NC_013422.1	774175	775314	+	NA	flagellar biosynthesis protein FlhB	0.5465	11	TRUE
GFF718		7	NC_013422.1	775348	777476	+	NA	flagellar biosynthesis protein FlhA	0.5636	37	TRUE
HNEAP_RS03620	HNEAP_RS03620	1	NC_013422.1	777530	778987	+	NA	flagellar biosynthesis protein FlhF	0.5871	18	TRUE
HNEAP_RS03625	HNEAP_RS03625	1	NC_013422.1	779042	779872	+	NA	MinD/ParA family protein	0.5403	9	TRUE
HNEAP_RS03630	HNEAP_RS03630	1	NC_013422.1	779872	780591	+	NA	RNA polymerase sigma factor FliA	0.5333	15	TRUE
HNEAP_RS03635	HNEAP_RS03635	1	NC_013422.1	780887	781273	+	NA	chemotaxis protein CheY	0.5116	6	TRUE
HNEAP_RS03640	HNEAP_RS03640	1	NC_013422.1	781374	782129	+	NA	hypothetical protein	0.5278	10	TRUE
HNEAP_RS03645	HNEAP_RS03645	1	NC_013422.1	782171	784330	+	NA	chemotaxis protein CheA	0.5574	32	TRUE
HNEAP_RS03650	HNEAP_RS03650	1	NC_013422.1	784335	785387	+	NA	chemotaxis response regulator protein-glutamate methylesterase	0.5878	13	TRUE
HNEAP_RS03655	HNEAP_RS03655	1	NC_013422.1	785384	786238	+	NA	ParA family protein	0.5485	17	TRUE
HNEAP_RS03660	HNEAP_RS03660	1	NC_013422.1	786235	787104	+	NA	hypothetical protein	0.5483	13	TRUE
HNEAP_RS03665	HNEAP_RS03665	1	NC_013422.1	787170	787640	+	NA	hypothetical protein	0.5308	9	TRUE
HNEAP_RS03670	HNEAP_RS03670	1	NC_013422.1	787637	788071	+	NA	DUF2802 domain-containing protein	0.531	4	TRUE
HNEAP_RS03675	HNEAP_RS03675	1	NC_013422.1	788244	790250	-	NA	DUF3488 domain-containing protein	0.5655	44	TRUE
HNEAP_RS03680	HNEAP_RS03680	1	NC_013422.1	790247	791155	-	NA	DUF58 domain-containing protein	0.571	20	TRUE
HNEAP_RS03685	HNEAP_RS03685	1	NC_013422.1	791368	792459	+	NA	AI-2E family transporter	0.5412	22	TRUE
HNEAP_RS03690	HNEAP_RS03690	1	NC_013422.1	792500	793201	+	NA	DnaA regulatory inactivator Hda	0.5413	12	FALSE
HNEAP_RS03695	HNEAP_RS03695	1	NC_013422.1	793214	793795	-	NA	hypothetical protein	0.5052	20	TRUE
HNEAP_RS03700	HNEAP_RS03700	1	NC_013422.1	793935	794336	-	NA	hypothetical protein	0.4801	7	TRUE
HNEAP_RS03705	HNEAP_RS03705	1	NC_013422.1	794415	795173	-	NA	phosphatase	0.5705	13	TRUE
HNEAP_RS03710	HNEAP_RS03710	1	NC_013422.1	795288	796130	+	NA	hypothetical protein	0.5326	19	TRUE
HNEAP_RS03715	HNEAP_RS03715	1	NC_013422.1	796253	796738	-	NA	peptidyl-prolyl cis-trans isomerase	0.5329	7	TRUE
HNEAP_RS03720	HNEAP_RS03720	1	NC_013422.1	796769	797590	-	NA	UTP--glucose-1-phosphate uridylyltransferase	0.5438	22	FALSE
HNEAP_RS03725	HNEAP_RS03725	1	NC_013422.1	797683	798051	-	NA	DUF2069 domain-containing protein	0.5583	7	TRUE
HNEAP_RS03730	HNEAP_RS03730	1	NC_013422.1	798052	798645	-	NA	NAD(P)H:quinone oxidoreductase	0.5842	9	TRUE
HNEAP_RS03735	HNEAP_RS03735	1	NC_013422.1	798899	799411	+	NA	TlpA family protein disulfide reductase	0.5068	12	TRUE
HNEAP_RS03740	HNEAP_RS03740	1	NC_013422.1	799466	800059	+	NA	hypothetical protein	0.5067	8	TRUE
HNEAP_RS03745	HNEAP_RS03745	1	NC_013422.1	800122	801459	+	NA	TolC family protein	0.5643	30	TRUE
HNEAP_RS03750	HNEAP_RS03750	1	NC_013422.1	801456	802328	+	NA	hypothetical protein	0.5716	13	TRUE
HNEAP_RS03755	HNEAP_RS03755	1	NC_013422.1	802344	804122	-	NA	N-acetylglutaminylglutamine amidotransferase	0.5913	28	TRUE
HNEAP_RS03760	HNEAP_RS03760	1	NC_013422.1	804162	806168	+	NA	FAD-dependent oxidoreductase	0.5795	26	TRUE
HNEAP_RS03765	HNEAP_RS03765	1	NC_013422.1	806171	806440	-	NA	HPr family phosphocarrier protein	0.5519	0	FALSE
HNEAP_RS03770	HNEAP_RS03770	1	NC_013422.1	806440	806832	-	NA	PTS mannose transporter subunit IIA	0.5293	9	TRUE
HNEAP_RS03775	HNEAP_RS03775	1	NC_013422.1	807263	808126	-	NA	RNase adapter RapZ	0.5289	24	TRUE
HNEAP_RS12190	HNEAP_RS12190	1	NC_013422.1	808226	809086	-	NA	hypothetical protein	0.547	13	TRUE
HNEAP_RS03785	HNEAP_RS03785	1	NC_013422.1	809111	809590	-	NA	PTS IIA-like nitrogen-regulatory protein PtsN	0.5437	6	FALSE
HNEAP_RS03790	HNEAP_RS03790	1	NC_013422.1	809986	810276	-	NA	ribosomal subunit interface protein	0.4467	7	TRUE
HNEAP_RS03795	HNEAP_RS03795	1	NC_013422.1	810295	811803	-	NA	RNA polymerase sigma-54 factor	0.5646	24	FALSE
HNEAP_RS03800	HNEAP_RS03800	1	NC_013422.1	811966	812709	-	NA	LPS export ABC transporter ATP-binding protein	0.5726	16	FALSE
HNEAP_RS03805	HNEAP_RS03805	1	NC_013422.1	812706	813290	-	NA	lipopolysaccharide transport periplasmic protein LptA	0.5368	10	FALSE
HNEAP_RS03810	HNEAP_RS03810	1	NC_013422.1	813290	813964	-	NA	LPS export ABC transporter periplasmic protein LptC	0.5585	11	FALSE
HNEAP_RS03815	HNEAP_RS03815	1	NC_013422.1	813930	814457	-	NA	haloacid dehalogenase	0.589	6	FALSE
HNEAP_RS03820	HNEAP_RS03820	1	NC_013422.1	814495	815466	-	NA	KpsF/GutQ family sugar-phosphate isomerase	0.5885	9	FALSE
HNEAP_RS03825	HNEAP_RS03825	1	NC_013422.1	815790	816653	+	NA	hypothetical protein	0.5718	18	TRUE
HNEAP_RS03830	HNEAP_RS03830	1	NC_013422.1	816650	817189	+	NA	hypothetical protein	0.5852	9	FALSE
HNEAP_RS03835	HNEAP_RS03835	1	NC_013422.1	817189	818058	+	NA	ABC transporter ATP-binding protein	0.6034	10	TRUE
HNEAP_RS03840	HNEAP_RS03840	1	NC_013422.1	818055	818855	+	NA	ABC transporter permease	0.5705	10	TRUE
HNEAP_RS03845	HNEAP_RS03845	1	NC_013422.1	818859	819320	+	NA	outer membrane lipid asymmetry maintenance protein MlaD	0.4957	15	TRUE
HNEAP_RS03850	HNEAP_RS03850	1	NC_013422.1	819317	820678	+	NA	TolC family protein	0.5514	38	TRUE
HNEAP_RS03855	HNEAP_RS03855	1	NC_013422.1	820675	821316	+	NA	toluene tolerance family protein	0.5202	15	TRUE
HNEAP_RS03860	HNEAP_RS03860	1	NC_013422.1	821309	821662	+	NA	STAS domain-containing protein	0.596	7	TRUE
HNEAP_RS03865	HNEAP_RS03865	1	NC_013422.1	821727	822986	+	NA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.5548	22	FALSE
HNEAP_RS03870	HNEAP_RS03870	1	NC_013422.1	823018	823668	+	NA	ATP phosphoribosyltransferase	0.5545	15	FALSE
HNEAP_RS03875	HNEAP_RS03875	1	NC_013422.1	823665	824966	+	NA	histidinol dehydrogenase	0.5845	19	FALSE
HNEAP_RS03880	HNEAP_RS03880	1	NC_013422.1	825041	826150	+	NA	histidinol-phosphate transaminase	0.5441	23	FALSE
HNEAP_RS03890	HNEAP_RS03890	1	NC_013422.1	826389	828164	+	NA	DNA polymerase III  subunit gamma and tau	0.5479	25	FALSE
HNEAP_RS03895	HNEAP_RS03895	1	NC_013422.1	828206	828532	+	NA	nucleoid-associated protein  YbaB/EbfC family	0.5291	3	FALSE
HNEAP_RS03900	HNEAP_RS03900	1	NC_013422.1	828543	829136	+	NA	recombination protein RecR	0.5572	11	TRUE
HNEAP_RS03905	HNEAP_RS03905	1	NC_013422.1	829163	829534	-	NA	PilZ domain-containing protein	0.4409	6	FALSE
HNEAP_RS03910	HNEAP_RS03910	1	NC_013422.1	829535	831709	-	NA	DUF1631 domain-containing protein	0.4492	71	TRUE
HNEAP_RS03915	HNEAP_RS03915	1	NC_013422.1	831681	833150	-	NA	glycogen synthase GlgA	0.4952	40	TRUE
HNEAP_RS03920	HNEAP_RS03920	1	NC_013422.1	833167	835332	-	NA	1 4-alpha-glucan-branching protein	0.5254	44	TRUE
HNEAP_RS03925	HNEAP_RS03925	1	NC_013422.1	835747	837018	+	NA	glucose-1-phosphate adenylyltransferase	0.5299	29	TRUE
HNEAP_RS03930	HNEAP_RS03930	1	NC_013422.1	837018	838718	+	NA	glycoside hydrolase	0.5267	35	TRUE
HNEAP_RS03935	HNEAP_RS03935	1	NC_013422.1	838760	840190	+	NA	4-alpha-glucanotransferase	0.5737	25	TRUE
GFF782		7	NC_013422.1	840246	841510	-	NA	hypothetical protein	0.5296	32	TRUE
HNEAP_RS03945	HNEAP_RS03945	1	NC_013422.1	841567	841770	+	NA	hypothetical protein	0.4167	5	FALSE
HNEAP_RS03950	HNEAP_RS03950	1	NC_013422.1	842110	843315	-	NA	multidrug ABC transporter substrate-binding protein	0.568	16	TRUE
HNEAP_RS03955	HNEAP_RS03955	1	NC_013422.1	843315	844031	-	NA	ABC transporter ATP-binding protein	0.5914	10	TRUE
HNEAP_RS03960	HNEAP_RS03960	1	NC_013422.1	844028	845314	-	NA	efflux RND transporter periplasmic adaptor subunit	0.5742	17	TRUE
HNEAP_RS03965	HNEAP_RS03965	1	NC_013422.1	845311	846792	-	NA	RND transporter	0.5803	21	TRUE
HNEAP_RS03970	HNEAP_RS03970	5	NC_013422.1	847106	847180	+	NA	tRNA-Val	0.5733	1	FALSE
HNEAP_RS03975	HNEAP_RS03975	1	NC_013422.1	847412	848857	-	NA	two-component sensor histidine kinase	0.5698	28	TRUE
HNEAP_RS03980	HNEAP_RS03980	1	NC_013422.1	848857	849537	-	NA	DNA-binding response regulator	0.58	10	TRUE
HNEAP_RS03985	HNEAP_RS03985	1	NC_013422.1	849673	851031	+	NA	TolC family protein	0.5725	24	TRUE
HNEAP_RS03990	HNEAP_RS03990	1	NC_013422.1	851035	852132	+	NA	efflux RND transporter periplasmic adaptor subunit	0.5874	11	TRUE
HNEAP_RS03995	HNEAP_RS03995	1	NC_013422.1	852129	855188	+	NA	AcrB/AcrD/AcrF family protein	0.5804	48	TRUE
HNEAP_RS04000	HNEAP_RS04000	1	NC_013422.1	855307	855648	+	NA	hypothetical protein	0.538	5	TRUE
HNEAP_RS04005	HNEAP_RS04005	1	NC_013422.1	856209	857192	+	NA	ABC transporter substrate-binding protein	0.5427	17	TRUE
HNEAP_RS04010	HNEAP_RS04010	1	NC_013422.1	857226	858197	+	NA	nitrate ABC transporter permease	0.571	20	TRUE
HNEAP_RS04015	HNEAP_RS04015	1	NC_013422.1	858250	859176	+	NA	ABC transporter ATP-binding protein	0.5858	7	TRUE
HNEAP_RS04020	HNEAP_RS04020	1	NC_013422.1	859190	859987	+	NA	creatininase	0.5664	10	TRUE
HNEAP_RS04025	HNEAP_RS04025	1	NC_013422.1	859990	861375	+	NA	type III glutamate--ammonia ligase	0.5859	21	TRUE
HNEAP_RS04030	HNEAP_RS04030	1	NC_013422.1	861408	861854	+	NA	nickel-responsive transcriptional regulator NikR	0.5324	7	TRUE
HNEAP_RS04035	HNEAP_RS04035	1	NC_013422.1	862196	862933	+	NA	urea carboxylase	0.5691	11	TRUE
HNEAP_RS04040	HNEAP_RS04040	1	NC_013422.1	862943	863581	+	NA	urea carboxylase	0.5509	18	TRUE
HNEAP_RS04045	HNEAP_RS04045	1	NC_013422.1	863706	867332	+	NA	urea carboxylase	0.6068	60	TRUE
HNEAP_RS04050	HNEAP_RS04050	5	NC_013422.1	867431	867517	-	NA	tRNA-Leu	0.5632	3	FALSE
HNEAP_RS04055	HNEAP_RS04055	1	NC_013422.1	867758	869947	+	NA	primosomal protein N'	0.6041	24	FALSE
HNEAP_RS04060	HNEAP_RS04060	1	NC_013422.1	870006	870344	+	NA	P-II family nitrogen regulator	0.5221	5	TRUE
HNEAP_RS04065	HNEAP_RS04065	1	NC_013422.1	870494	871597	-	NA	glycine oxidase ThiO	0.5996	16	TRUE
HNEAP_RS04070	HNEAP_RS04070	5	NC_013422.1	871728	871801	-	NA	tRNA-Gly	0.5405	2	FALSE
HNEAP_RS04075	HNEAP_RS04075	1	NC_013422.1	871881	872591	-	NA	VIT family protein	0.5724	17	TRUE
HNEAP_RS04080	HNEAP_RS04080	1	NC_013422.1	872656	872880	+	NA	hypothetical protein	0.44	8	TRUE
HNEAP_RS04085	HNEAP_RS04085	1	NC_013422.1	872893	875013	+	NA	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	0.6035	41	TRUE
HNEAP_RS04090	HNEAP_RS04090	1	NC_013422.1	875035	875487	-	NA	hypothetical protein	0.4283	17	TRUE
HNEAP_RS04095	HNEAP_RS04095	1	NC_013422.1	875905	876507	+	NA	DUF3365 domain-containing protein	0.534	9	TRUE
HNEAP_RS04100	HNEAP_RS04100	1	NC_013422.1	876582	877691	-	NA	molybdenum ABC transporter ATP-binding protein	0.5514	16	TRUE
HNEAP_RS04105	HNEAP_RS04105	1	NC_013422.1	877695	878387	-	NA	molybdate ABC transporter permease subunit	0.5296	16	FALSE
HNEAP_RS04110	HNEAP_RS04110	1	NC_013422.1	878741	879511	-	NA	molybdate ABC transporter substrate-binding protein	0.5292	18	TRUE
HNEAP_RS04115	HNEAP_RS04115	1	NC_013422.1	879603	880406	-	NA	ModE family transcriptional regulator	0.551	13	TRUE
HNEAP_RS12195	HNEAP_RS12195	1	NC_013422.1	880522	880974	-	NA	hypothetical protein	0.543	8	TRUE
HNEAP_RS04120	HNEAP_RS04120	1	NC_013422.1	880884	881744	-	NA	hypothetical protein	0.5308	17	TRUE
HNEAP_RS04125	HNEAP_RS04125	1	NC_013422.1	881975	883447	-	NA	deoxyribodipyrimidine photo-lyase	0.5682	31	TRUE
HNEAP_RS04130	HNEAP_RS04130	1	NC_013422.1	883540	884700	+	NA	efflux RND transporter periplasmic adaptor subunit	0.5866	17	TRUE
HNEAP_RS04135	HNEAP_RS04135	1	NC_013422.1	884697	887804	+	NA	AcrB/AcrD/AcrF family protein	0.5759	63	TRUE
HNEAP_RS04140	HNEAP_RS04140	5	NC_013422.1	887901	887977	+	NA	tRNA-Pro	0.6104	2	FALSE
GFF824		7	NC_013422.1	888262	888492	+	NA	hypothetical protein	0.5628	4	TRUE
HNEAP_RS04150	HNEAP_RS04150	1	NC_013422.1	890923	891213	-	NA	CRISPR-associated endonuclease Cas2	0.4536	7	TRUE
HNEAP_RS04155	HNEAP_RS04155	1	NC_013422.1	891222	892256	-	NA	type I-C CRISPR-associated endonuclease Cas1	0.544	19	TRUE
HNEAP_RS04160	HNEAP_RS04160	1	NC_013422.1	892259	892609	+	NA	ribbon-helix-helix protein  CopG family	0.5413	8	FALSE
HNEAP_RS04165	HNEAP_RS04165	1	NC_013422.1	892609	892962	+	NA	type II toxin-antitoxin system PemK/MazF family toxin	0.5791	5	TRUE
HNEAP_RS04170	HNEAP_RS04170	1	NC_013422.1	892946	893566	-	NA	CRISPR-associated protein Cas4	0.5636	9	TRUE
HNEAP_RS04175	HNEAP_RS04175	1	NC_013422.1	893595	894470	-	NA	type I-C CRISPR-associated protein Cas7/Csd2	0.524	22	TRUE
HNEAP_RS04180	HNEAP_RS04180	1	NC_013422.1	894467	896203	-	NA	type I-C CRISPR-associated protein Cas8c/Csd1	0.5469	43	TRUE
HNEAP_RS04185	HNEAP_RS04185	1	NC_013422.1	896200	896865	-	NA	type I-C CRISPR-associated protein Cas5	0.5811	12	TRUE
HNEAP_RS04190	HNEAP_RS04190	1	NC_013422.1	896874	899135	-	NA	CRISPR-associated helicase/endonuclease Cas3	0.5367	43	TRUE
HNEAP_RS04195	HNEAP_RS04195	1	NC_013422.1	899223	899411	-	NA	addiction module antidote protein  HigA family	0.5291	2	FALSE
HNEAP_RS04200	HNEAP_RS04200	1	NC_013422.1	899715	900101	-	NA	hypothetical protein	0.491	10	TRUE
HNEAP_RS04205	HNEAP_RS04205	1	NC_013422.1	900230	901828	-	NA	gamma-glutamyltransferase family protein	0.5997	37	TRUE
HNEAP_RS04210	HNEAP_RS04210	1	NC_013422.1	901866	903188	-	NA	C4-dicarboxylate ABC transporter	0.5654	22	TRUE
HNEAP_RS04215	HNEAP_RS04215	1	NC_013422.1	903191	903781	-	NA	C4-dicarboxylate ABC transporter permease	0.5076	21	TRUE
HNEAP_RS04220	HNEAP_RS04220	1	NC_013422.1	903809	904900	-	NA	C4-dicarboxylate ABC transporter	0.5348	28	TRUE
HNEAP_RS04225	HNEAP_RS04225	1	NC_013422.1	905267	905713	+	NA	Lrp/AsnC family transcriptional regulator	0.5078	12	TRUE
HNEAP_RS04230	HNEAP_RS04230	1	NC_013422.1	906081	906824	+	NA	GntR family transcriptional regulator	0.5013	19	TRUE
HNEAP_RS04235	HNEAP_RS04235	1	NC_013422.1	906859	908055	+	NA	hypothetical protein	0.5322	25	TRUE
